table,gender,tobacco,relative_risk,attained_age,q_ult
t3229,Female,Smoker,RR75,47,0.00203
t3229,Female,Smoker,RR75,48,0.00221
t3229,Female,Smoker,RR75,49,0.00241
t3229,Female,Smoker,RR75,50,0.00263
t3229,Female,Smoker,RR75,51,0.00288
t3229,Female,Smoker,RR75,52,0.00315
t3229,Female,Smoker,RR75,53,0.00345
t3229,Female,Smoker,RR75,54,0.00378
t3229,Female,Smoker,RR75,55,0.00415
t3229,Female,Smoker,RR75,56,0.00458
t3229,Female,Smoker,RR75,57,0.00507
t3229,Female,Smoker,RR75,58,0.00562
t3229,Female,Smoker,RR75,59,0.00624
t3229,Female,Smoker,RR75,60,0.00694
t3229,Female,Smoker,RR75,61,0.00772
t3229,Female,Smoker,RR75,62,0.0086
t3229,Female,Smoker,RR75,63,0.00957
t3229,Female,Smoker,RR75,64,0.01064
t3229,Female,Smoker,RR75,65,0.01182
t3229,Female,Smoker,RR75,66,0.0131
t3229,Female,Smoker,RR75,67,0.01449
t3229,Female,Smoker,RR75,68,0.01596
t3229,Female,Smoker,RR75,69,0.01757
t3229,Female,Smoker,RR75,70,0.01938
t3229,Female,Smoker,RR75,71,0.02128
t3229,Female,Smoker,RR75,72,0.02328
t3229,Female,Smoker,RR75,73,0.02549
t3229,Female,Smoker,RR75,74,0.02792
t3229,Female,Smoker,RR75,75,0.03063
t3229,Female,Smoker,RR75,76,0.03366
t3229,Female,Smoker,RR75,77,0.03703
t3229,Female,Smoker,RR75,78,0.04076
t3229,Female,Smoker,RR75,79,0.0453
t3229,Female,Smoker,RR75,80,0.05091
t3229,Female,Smoker,RR75,81,0.05742
t3229,Female,Smoker,RR75,82,0.06475
t3229,Female,Smoker,RR75,83,0.07261
t3229,Female,Smoker,RR75,84,0.08036
t3229,Female,Smoker,RR75,85,0.08968
t3229,Female,Smoker,RR75,86,0.10048
t3229,Female,Smoker,RR75,87,0.11115
t3229,Female,Smoker,RR75,88,0.12266
t3229,Female,Smoker,RR75,89,0.13482
t3229,Female,Smoker,RR75,90,0.14737
t3229,Female,Smoker,RR75,91,0.16019
t3229,Female,Smoker,RR75,92,0.17342
t3229,Female,Smoker,RR75,93,0.1866
t3229,Female,Smoker,RR75,94,0.19969
t3229,Female,Smoker,RR75,95,0.21401
t3229,Female,Smoker,RR75,96,0.22982
t3229,Female,Smoker,RR75,97,0.24627
t3229,Female,Smoker,RR75,98,0.26304
t3229,Female,Smoker,RR75,99,0.27966
t3229,Female,Smoker,RR75,100,0.29921
t3229,Female,Smoker,RR75,101,0.32314
t3229,Female,Smoker,RR75,102,0.34698
t3229,Female,Smoker,RR75,103,0.37036
t3229,Female,Smoker,RR75,104,0.39292
t3229,Female,Smoker,RR75,105,0.4143
t3229,Female,Smoker,RR75,106,0.43413
t3229,Female,Smoker,RR75,107,0.45205
t3229,Female,Smoker,RR75,108,0.46769
t3229,Female,Smoker,RR75,109,0.48068
t3229,Female,Smoker,RR75,110,0.49065
t3229,Female,Smoker,RR75,111,0.49723
t3229,Female,Smoker,RR75,112,0.5
t3229,Female,Smoker,RR75,113,0.5
t3229,Female,Smoker,RR75,114,0.5
t3229,Female,Smoker,RR75,115,0.5
t3229,Female,Smoker,RR75,116,0.5
t3229,Female,Smoker,RR75,117,0.5
t3229,Female,Smoker,RR75,118,0.5
t3229,Female,Smoker,RR75,119,0.5
t3229,Female,Smoker,RR75,120,0.5
t3230,Female,Smoker,RR100,18,2.7e-4
t3230,Female,Smoker,RR100,19,2.7e-4
t3230,Female,Smoker,RR100,20,2.6e-4
t3230,Female,Smoker,RR100,21,2.7e-4
t3230,Female,Smoker,RR100,22,2.7e-4
t3230,Female,Smoker,RR100,23,3e-4
t3230,Female,Smoker,RR100,24,3.3e-4
t3230,Female,Smoker,RR100,25,3.3e-4
t3230,Female,Smoker,RR100,26,3.4e-4
t3230,Female,Smoker,RR100,27,3.4e-4
t3230,Female,Smoker,RR100,28,3.6e-4
t3230,Female,Smoker,RR100,29,3.8e-4
t3230,Female,Smoker,RR100,30,4.1e-4
t3230,Female,Smoker,RR100,31,4.4e-4
t3230,Female,Smoker,RR100,32,4.7e-4
t3230,Female,Smoker,RR100,33,5.7e-4
t3230,Female,Smoker,RR100,34,6.9e-4
t3230,Female,Smoker,RR100,35,7.9e-4
t3230,Female,Smoker,RR100,36,9.4e-4
t3230,Female,Smoker,RR100,37,0.00109
t3230,Female,Smoker,RR100,38,0.00123
t3230,Female,Smoker,RR100,39,0.00134
t3230,Female,Smoker,RR100,40,0.00144
t3230,Female,Smoker,RR100,41,0.00153
t3230,Female,Smoker,RR100,42,0.00162
t3230,Female,Smoker,RR100,43,0.00171
t3230,Female,Smoker,RR100,44,0.00182
t3230,Female,Smoker,RR100,45,0.00196
t3230,Female,Smoker,RR100,46,0.00215
t3230,Female,Smoker,RR100,47,0.00235
t3230,Female,Smoker,RR100,48,0.00258
t3230,Female,Smoker,RR100,49,0.00284
t3230,Female,Smoker,RR100,50,0.00313
t3230,Female,Smoker,RR100,51,0.00345
t3230,Female,Smoker,RR100,52,0.0038
t3230,Female,Smoker,RR100,53,0.00418
t3230,Female,Smoker,RR100,54,0.00461
t3230,Female,Smoker,RR100,55,0.00509
t3230,Female,Smoker,RR100,56,0.00564
t3230,Female,Smoker,RR100,57,0.00626
t3230,Female,Smoker,RR100,58,0.00695
t3230,Female,Smoker,RR100,59,0.00771
t3230,Female,Smoker,RR100,60,0.00856
t3230,Female,Smoker,RR100,61,0.00951
t3230,Female,Smoker,RR100,62,0.01055
t3230,Female,Smoker,RR100,63,0.01168
t3230,Female,Smoker,RR100,64,0.01292
t3230,Female,Smoker,RR100,65,0.01426
t3230,Female,Smoker,RR100,66,0.0157
t3230,Female,Smoker,RR100,67,0.01723
t3230,Female,Smoker,RR100,68,0.01884
t3230,Female,Smoker,RR100,69,0.02057
t3230,Female,Smoker,RR100,70,0.02249
t3230,Female,Smoker,RR100,71,0.02448
t3230,Female,Smoker,RR100,72,0.02655
t3230,Female,Smoker,RR100,73,0.02881
t3230,Female,Smoker,RR100,74,0.03128
t3230,Female,Smoker,RR100,75,0.03403
t3230,Female,Smoker,RR100,76,0.03708
t3230,Female,Smoker,RR100,77,0.04046
t3230,Female,Smoker,RR100,78,0.04419
t3230,Female,Smoker,RR100,79,0.04874
t3230,Female,Smoker,RR100,80,0.05443
t3230,Female,Smoker,RR100,81,0.06102
t3230,Female,Smoker,RR100,82,0.06845
t3230,Female,Smoker,RR100,83,0.07639
t3230,Female,Smoker,RR100,84,0.08402
t3230,Female,Smoker,RR100,85,0.09323
t3230,Female,Smoker,RR100,86,0.10403
t3230,Female,Smoker,RR100,87,0.11461
t3230,Female,Smoker,RR100,88,0.12599
t3230,Female,Smoker,RR100,89,0.13798
t3230,Female,Smoker,RR100,90,0.15026
t3230,Female,Smoker,RR100,91,0.16273
t3230,Female,Smoker,RR100,92,0.17551
t3230,Female,Smoker,RR100,93,0.18805
t3230,Female,Smoker,RR100,94,0.20027
t3230,Female,Smoker,RR100,95,0.21401
t3230,Female,Smoker,RR100,96,0.22982
t3230,Female,Smoker,RR100,97,0.24627
t3230,Female,Smoker,RR100,98,0.26304
t3230,Female,Smoker,RR100,99,0.27966
t3230,Female,Smoker,RR100,100,0.29921
t3230,Female,Smoker,RR100,101,0.32314
t3230,Female,Smoker,RR100,102,0.34698
t3230,Female,Smoker,RR100,103,0.37036
t3230,Female,Smoker,RR100,104,0.39292
t3230,Female,Smoker,RR100,105,0.4143
t3230,Female,Smoker,RR100,106,0.43413
t3230,Female,Smoker,RR100,107,0.45205
t3230,Female,Smoker,RR100,108,0.46769
t3230,Female,Smoker,RR100,109,0.48068
t3230,Female,Smoker,RR100,110,0.49065
t3230,Female,Smoker,RR100,111,0.49723
t3230,Female,Smoker,RR100,112,0.5
t3230,Female,Smoker,RR100,113,0.5
t3230,Female,Smoker,RR100,114,0.5
t3230,Female,Smoker,RR100,115,0.5
t3230,Female,Smoker,RR100,116,0.5
t3230,Female,Smoker,RR100,117,0.5
t3230,Female,Smoker,RR100,118,0.5
t3230,Female,Smoker,RR100,119,0.5
t3230,Female,Smoker,RR100,120,0.5
t3231,Female,Smoker,RR125,18,3.7e-4
t3231,Female,Smoker,RR125,19,3.7e-4
t3231,Female,Smoker,RR125,20,3.6e-4
t3231,Female,Smoker,RR125,21,3.6e-4
t3231,Female,Smoker,RR125,22,3.6e-4
t3231,Female,Smoker,RR125,23,3.8e-4
t3231,Female,Smoker,RR125,24,4.1e-4
t3231,Female,Smoker,RR125,25,4.2e-4
t3231,Female,Smoker,RR125,26,4.2e-4
t3231,Female,Smoker,RR125,27,4.3e-4
t3231,Female,Smoker,RR125,28,4.5e-4
t3231,Female,Smoker,RR125,29,4.8e-4
t3231,Female,Smoker,RR125,30,5.1e-4
t3231,Female,Smoker,RR125,31,5.5e-4
t3231,Female,Smoker,RR125,32,5.9e-4
t3231,Female,Smoker,RR125,33,7.1e-4
t3231,Female,Smoker,RR125,34,8.6e-4
t3231,Female,Smoker,RR125,35,9.9e-4
t3231,Female,Smoker,RR125,36,0.00117
t3231,Female,Smoker,RR125,37,0.00136
t3231,Female,Smoker,RR125,38,0.00154
t3231,Female,Smoker,RR125,39,0.00167
t3231,Female,Smoker,RR125,40,0.00179
t3231,Female,Smoker,RR125,41,0.0019
t3231,Female,Smoker,RR125,42,0.00201
t3231,Female,Smoker,RR125,43,0.00212
t3231,Female,Smoker,RR125,44,0.00225
t3231,Female,Smoker,RR125,45,0.00243
t3231,Female,Smoker,RR125,46,0.00266
t3231,Female,Smoker,RR125,47,0.00291
t3231,Female,Smoker,RR125,48,0.0032
t3231,Female,Smoker,RR125,49,0.00351
t3231,Female,Smoker,RR125,50,0.00386
t3231,Female,Smoker,RR125,51,0.00425
t3231,Female,Smoker,RR125,52,0.00467
t3231,Female,Smoker,RR125,53,0.00514
t3231,Female,Smoker,RR125,54,0.00565
t3231,Female,Smoker,RR125,55,0.00622
t3231,Female,Smoker,RR125,56,0.00686
t3231,Female,Smoker,RR125,57,0.00757
t3231,Female,Smoker,RR125,58,0.00836
t3231,Female,Smoker,RR125,59,0.00923
t3231,Female,Smoker,RR125,60,0.01018
t3231,Female,Smoker,RR125,61,0.01123
t3231,Female,Smoker,RR125,62,0.01237
t3231,Female,Smoker,RR125,63,0.0136
t3231,Female,Smoker,RR125,64,0.01492
t3231,Female,Smoker,RR125,65,0.01634
t3231,Female,Smoker,RR125,66,0.01784
t3231,Female,Smoker,RR125,67,0.01944
t3231,Female,Smoker,RR125,68,0.02109
t3231,Female,Smoker,RR125,69,0.02286
t3231,Female,Smoker,RR125,70,0.02481
t3231,Female,Smoker,RR125,71,0.02683
t3231,Female,Smoker,RR125,72,0.0289
t3231,Female,Smoker,RR125,73,0.03117
t3231,Female,Smoker,RR125,74,0.03365
t3231,Female,Smoker,RR125,75,0.03641
t3231,Female,Smoker,RR125,76,0.03947
t3231,Female,Smoker,RR125,77,0.04286
t3231,Female,Smoker,RR125,78,0.0466
t3231,Female,Smoker,RR125,79,0.05117
t3231,Female,Smoker,RR125,80,0.05692
t3231,Female,Smoker,RR125,81,0.06359
t3231,Female,Smoker,RR125,82,0.07111
t3231,Female,Smoker,RR125,83,0.07911
t3231,Female,Smoker,RR125,84,0.08666
t3231,Female,Smoker,RR125,85,0.0958
t3231,Female,Smoker,RR125,86,0.1066
t3231,Female,Smoker,RR125,87,0.11709
t3231,Female,Smoker,RR125,88,0.12836
t3231,Female,Smoker,RR125,89,0.14019
t3231,Female,Smoker,RR125,90,0.15225
t3231,Female,Smoker,RR125,91,0.16445
t3231,Female,Smoker,RR125,92,0.17689
t3231,Female,Smoker,RR125,93,0.18899
t3231,Female,Smoker,RR125,94,0.20064
t3231,Female,Smoker,RR125,95,0.21401
t3231,Female,Smoker,RR125,96,0.22982
t3231,Female,Smoker,RR125,97,0.24627
t3231,Female,Smoker,RR125,98,0.26304
t3231,Female,Smoker,RR125,99,0.27966
t3231,Female,Smoker,RR125,100,0.29921
t3231,Female,Smoker,RR125,101,0.32314
t3231,Female,Smoker,RR125,102,0.34698
t3231,Female,Smoker,RR125,103,0.37036
t3231,Female,Smoker,RR125,104,0.39292
t3231,Female,Smoker,RR125,105,0.4143
t3231,Female,Smoker,RR125,106,0.43413
t3231,Female,Smoker,RR125,107,0.45205
t3231,Female,Smoker,RR125,108,0.46769
t3231,Female,Smoker,RR125,109,0.48068
t3231,Female,Smoker,RR125,110,0.49065
t3231,Female,Smoker,RR125,111,0.49723
t3231,Female,Smoker,RR125,112,0.5
t3231,Female,Smoker,RR125,113,0.5
t3231,Female,Smoker,RR125,114,0.5
t3231,Female,Smoker,RR125,115,0.5
t3231,Female,Smoker,RR125,116,0.5
t3231,Female,Smoker,RR125,117,0.5
t3231,Female,Smoker,RR125,118,0.5
t3231,Female,Smoker,RR125,119,0.5
t3231,Female,Smoker,RR125,120,0.5
t3232,Female,Smoker,RR150,18,4.7e-4
t3232,Female,Smoker,RR150,19,4.7e-4
t3232,Female,Smoker,RR150,20,4.6e-4
t3232,Female,Smoker,RR150,21,4.6e-4
t3232,Female,Smoker,RR150,22,4.6e-4
t3232,Female,Smoker,RR150,23,4.6e-4
t3232,Female,Smoker,RR150,24,4.7e-4
t3232,Female,Smoker,RR150,25,4.8e-4
t3232,Female,Smoker,RR150,26,4.8e-4
t3232,Female,Smoker,RR150,27,4.9e-4
t3232,Female,Smoker,RR150,28,5.3e-4
t3232,Female,Smoker,RR150,29,5.6e-4
t3232,Female,Smoker,RR150,30,6e-4
t3232,Female,Smoker,RR150,31,6.3e-4
t3232,Female,Smoker,RR150,32,6.9e-4
t3232,Female,Smoker,RR150,33,8.6e-4
t3232,Female,Smoker,RR150,34,9.7e-4
t3232,Female,Smoker,RR150,35,0.00112
t3232,Female,Smoker,RR150,36,0.00133
t3232,Female,Smoker,RR150,37,0.00155
t3232,Female,Smoker,RR150,38,0.00175
t3232,Female,Smoker,RR150,39,0.0019
t3232,Female,Smoker,RR150,40,0.00204
t3232,Female,Smoker,RR150,41,0.00217
t3232,Female,Smoker,RR150,42,0.00229
t3232,Female,Smoker,RR150,43,0.00242
t3232,Female,Smoker,RR150,44,0.00256
t3232,Female,Smoker,RR150,45,0.00275
t3232,Female,Smoker,RR150,46,0.00301
t3232,Female,Smoker,RR150,47,0.00328
t3232,Female,Smoker,RR150,48,0.00359
t3232,Female,Smoker,RR150,49,0.00392
t3232,Female,Smoker,RR150,50,0.0043
t3232,Female,Smoker,RR150,51,0.00472
t3232,Female,Smoker,RR150,52,0.00516
t3232,Female,Smoker,RR150,53,0.00564
t3232,Female,Smoker,RR150,54,0.00617
t3232,Female,Smoker,RR150,55,0.00676
t3232,Female,Smoker,RR150,56,0.00741
t3232,Female,Smoker,RR150,57,0.00814
t3232,Female,Smoker,RR150,58,0.00894
t3232,Female,Smoker,RR150,59,0.00982
t3232,Female,Smoker,RR150,60,0.01078
t3232,Female,Smoker,RR150,61,0.01183
t3232,Female,Smoker,RR150,62,0.01298
t3232,Female,Smoker,RR150,63,0.01421
t3232,Female,Smoker,RR150,64,0.01554
t3232,Female,Smoker,RR150,65,0.01697
t3232,Female,Smoker,RR150,66,0.01849
t3232,Female,Smoker,RR150,67,0.0201
t3232,Female,Smoker,RR150,68,0.02178
t3232,Female,Smoker,RR150,69,0.02357
t3232,Female,Smoker,RR150,70,0.02556
t3232,Female,Smoker,RR150,71,0.0276
t3232,Female,Smoker,RR150,72,0.0297
t3232,Female,Smoker,RR150,73,0.03199
t3232,Female,Smoker,RR150,74,0.0345
t3232,Female,Smoker,RR150,75,0.03727
t3232,Female,Smoker,RR150,76,0.04034
t3232,Female,Smoker,RR150,77,0.04374
t3232,Female,Smoker,RR150,78,0.04746
t3232,Female,Smoker,RR150,79,0.05203
t3232,Female,Smoker,RR150,80,0.05778
t3232,Female,Smoker,RR150,81,0.06444
t3232,Female,Smoker,RR150,82,0.07194
t3232,Female,Smoker,RR150,83,0.07992
t3232,Female,Smoker,RR150,84,0.0874
t3232,Female,Smoker,RR150,85,0.09647
t3232,Female,Smoker,RR150,86,0.10722
t3232,Female,Smoker,RR150,87,0.11765
t3232,Female,Smoker,RR150,88,0.12887
t3232,Female,Smoker,RR150,89,0.14063
t3232,Female,Smoker,RR150,90,0.15264
t3232,Female,Smoker,RR150,91,0.16477
t3232,Female,Smoker,RR150,92,0.17714
t3232,Female,Smoker,RR150,93,0.18917
t3232,Female,Smoker,RR150,94,0.20071
t3232,Female,Smoker,RR150,95,0.21401
t3232,Female,Smoker,RR150,96,0.22982
t3232,Female,Smoker,RR150,97,0.24627
t3232,Female,Smoker,RR150,98,0.26304
t3232,Female,Smoker,RR150,99,0.27966
t3232,Female,Smoker,RR150,100,0.29921
t3232,Female,Smoker,RR150,101,0.32314
t3232,Female,Smoker,RR150,102,0.34698
t3232,Female,Smoker,RR150,103,0.37036
t3232,Female,Smoker,RR150,104,0.39292
t3232,Female,Smoker,RR150,105,0.4143
t3232,Female,Smoker,RR150,106,0.43413
t3232,Female,Smoker,RR150,107,0.45205
t3232,Female,Smoker,RR150,108,0.46769
t3232,Female,Smoker,RR150,109,0.48068
t3232,Female,Smoker,RR150,110,0.49065
t3232,Female,Smoker,RR150,111,0.49723
t3232,Female,Smoker,RR150,112,0.5
t3232,Female,Smoker,RR150,113,0.5
t3232,Female,Smoker,RR150,114,0.5
t3232,Female,Smoker,RR150,115,0.5
t3232,Female,Smoker,RR150,116,0.5
t3232,Female,Smoker,RR150,117,0.5
t3232,Female,Smoker,RR150,118,0.5
t3232,Female,Smoker,RR150,119,0.5
t3232,Female,Smoker,RR150,120,0.5
t3237,Male,Non-Smoker,RR50,18,4.3e-4
t3237,Male,Non-Smoker,RR50,19,4.5e-4
t3237,Male,Non-Smoker,RR50,20,4.6e-4
t3237,Male,Non-Smoker,RR50,21,4.6e-4
t3237,Male,Non-Smoker,RR50,22,4.5e-4
t3237,Male,Non-Smoker,RR50,23,4.4e-4
t3237,Male,Non-Smoker,RR50,24,4.4e-4
t3237,Male,Non-Smoker,RR50,25,4.2e-4
t3237,Male,Non-Smoker,RR50,26,3.7e-4
t3237,Male,Non-Smoker,RR50,27,3.4e-4
t3237,Male,Non-Smoker,RR50,28,3.2e-4
t3237,Male,Non-Smoker,RR50,29,3e-4
t3237,Male,Non-Smoker,RR50,30,2.9e-4
t3237,Male,Non-Smoker,RR50,31,3.1e-4
t3237,Male,Non-Smoker,RR50,32,3.3e-4
t3237,Male,Non-Smoker,RR50,33,3.7e-4
t3237,Male,Non-Smoker,RR50,34,4.3e-4
t3237,Male,Non-Smoker,RR50,35,5e-4
t3237,Male,Non-Smoker,RR50,36,5.8e-4
t3237,Male,Non-Smoker,RR50,37,6.5e-4
t3237,Male,Non-Smoker,RR50,38,7.2e-4
t3237,Male,Non-Smoker,RR50,39,7.6e-4
t3237,Male,Non-Smoker,RR50,40,8e-4
t3237,Male,Non-Smoker,RR50,41,8.5e-4
t3237,Male,Non-Smoker,RR50,42,9e-4
t3237,Male,Non-Smoker,RR50,43,9.6e-4
t3237,Male,Non-Smoker,RR50,44,9.9e-4
t3237,Male,Non-Smoker,RR50,45,0.00103
t3237,Male,Non-Smoker,RR50,46,0.00107
t3237,Male,Non-Smoker,RR50,47,0.00111
t3237,Male,Non-Smoker,RR50,48,0.00116
t3237,Male,Non-Smoker,RR50,49,0.00123
t3237,Male,Non-Smoker,RR50,50,0.00131
t3237,Male,Non-Smoker,RR50,51,0.0014
t3237,Male,Non-Smoker,RR50,52,0.00148
t3237,Male,Non-Smoker,RR50,53,0.00157
t3237,Male,Non-Smoker,RR50,54,0.00166
t3237,Male,Non-Smoker,RR50,55,0.00174
t3237,Male,Non-Smoker,RR50,56,0.0018
t3237,Male,Non-Smoker,RR50,57,0.00187
t3237,Male,Non-Smoker,RR50,58,0.00195
t3237,Male,Non-Smoker,RR50,59,0.00206
t3237,Male,Non-Smoker,RR50,60,0.00222
t3237,Male,Non-Smoker,RR50,61,0.00243
t3237,Male,Non-Smoker,RR50,62,0.0027
t3237,Male,Non-Smoker,RR50,63,0.00302
t3237,Male,Non-Smoker,RR50,64,0.00339
t3237,Male,Non-Smoker,RR50,65,0.00381
t3237,Male,Non-Smoker,RR50,66,0.00429
t3237,Male,Non-Smoker,RR50,67,0.00483
t3237,Male,Non-Smoker,RR50,68,0.00547
t3237,Male,Non-Smoker,RR50,69,0.00623
t3237,Male,Non-Smoker,RR50,70,0.00716
t3237,Male,Non-Smoker,RR50,71,0.0083
t3237,Male,Non-Smoker,RR50,72,0.00967
t3237,Male,Non-Smoker,RR50,73,0.0113
t3237,Male,Non-Smoker,RR50,74,0.01319
t3237,Male,Non-Smoker,RR50,75,0.01535
t3237,Male,Non-Smoker,RR50,76,0.01781
t3237,Male,Non-Smoker,RR50,77,0.02061
t3237,Male,Non-Smoker,RR50,78,0.02385
t3237,Male,Non-Smoker,RR50,79,0.02765
t3237,Male,Non-Smoker,RR50,80,0.03201
t3237,Male,Non-Smoker,RR50,81,0.03694
t3237,Male,Non-Smoker,RR50,82,0.04262
t3237,Male,Non-Smoker,RR50,83,0.04924
t3237,Male,Non-Smoker,RR50,84,0.057
t3237,Male,Non-Smoker,RR50,85,0.06611
t3237,Male,Non-Smoker,RR50,86,0.07673
t3237,Male,Non-Smoker,RR50,87,0.08896
t3237,Male,Non-Smoker,RR50,88,0.10268
t3237,Male,Non-Smoker,RR50,89,0.11765
t3237,Male,Non-Smoker,RR50,90,0.1339
t3237,Male,Non-Smoker,RR50,91,0.1511
t3237,Male,Non-Smoker,RR50,92,0.1686
t3237,Male,Non-Smoker,RR50,93,0.18593
t3237,Male,Non-Smoker,RR50,94,0.20234
t3237,Male,Non-Smoker,RR50,95,0.21845
t3237,Male,Non-Smoker,RR50,96,0.23554
t3237,Male,Non-Smoker,RR50,97,0.25392
t3237,Male,Non-Smoker,RR50,98,0.27364
t3237,Male,Non-Smoker,RR50,99,0.29431
t3237,Male,Non-Smoker,RR50,100,0.31552
t3237,Male,Non-Smoker,RR50,101,0.33699
t3237,Male,Non-Smoker,RR50,102,0.35854
t3237,Male,Non-Smoker,RR50,103,0.37981
t3237,Male,Non-Smoker,RR50,104,0.40044
t3237,Male,Non-Smoker,RR50,105,0.42009
t3237,Male,Non-Smoker,RR50,106,0.4384
t3237,Male,Non-Smoker,RR50,107,0.45501
t3237,Male,Non-Smoker,RR50,108,0.46956
t3237,Male,Non-Smoker,RR50,109,0.4817
t3237,Male,Non-Smoker,RR50,110,0.49107
t3237,Male,Non-Smoker,RR50,111,0.49731
t3237,Male,Non-Smoker,RR50,112,0.5
t3237,Male,Non-Smoker,RR50,113,0.5
t3237,Male,Non-Smoker,RR50,114,0.5
t3237,Male,Non-Smoker,RR50,115,0.5
t3237,Male,Non-Smoker,RR50,116,0.5
t3237,Male,Non-Smoker,RR50,117,0.5
t3237,Male,Non-Smoker,RR50,118,0.5
t3237,Male,Non-Smoker,RR50,119,0.5
t3237,Male,Non-Smoker,RR50,120,0.5
t3238,Male,Non-Smoker,RR60,18,4.8e-4
t3238,Male,Non-Smoker,RR60,19,5e-4
t3238,Male,Non-Smoker,RR60,20,5.1e-4
t3238,Male,Non-Smoker,RR60,21,5.1e-4
t3238,Male,Non-Smoker,RR60,22,5e-4
t3238,Male,Non-Smoker,RR60,23,4.9e-4
t3238,Male,Non-Smoker,RR60,24,4.9e-4
t3238,Male,Non-Smoker,RR60,25,4.7e-4
t3238,Male,Non-Smoker,RR60,26,4.1e-4
t3238,Male,Non-Smoker,RR60,27,3.7e-4
t3238,Male,Non-Smoker,RR60,28,3.6e-4
t3238,Male,Non-Smoker,RR60,29,3.4e-4
t3238,Male,Non-Smoker,RR60,30,3.3e-4
t3238,Male,Non-Smoker,RR60,31,3.5e-4
t3238,Male,Non-Smoker,RR60,32,3.7e-4
t3238,Male,Non-Smoker,RR60,33,4.1e-4
t3238,Male,Non-Smoker,RR60,34,4.7e-4
t3238,Male,Non-Smoker,RR60,35,5.5e-4
t3238,Male,Non-Smoker,RR60,36,6.4e-4
t3238,Male,Non-Smoker,RR60,37,7.2e-4
t3238,Male,Non-Smoker,RR60,38,8e-4
t3238,Male,Non-Smoker,RR60,39,8.4e-4
t3238,Male,Non-Smoker,RR60,40,8.8e-4
t3238,Male,Non-Smoker,RR60,41,9.4e-4
t3238,Male,Non-Smoker,RR60,42,0.001
t3238,Male,Non-Smoker,RR60,43,0.00106
t3238,Male,Non-Smoker,RR60,44,0.0011
t3238,Male,Non-Smoker,RR60,45,0.00114
t3238,Male,Non-Smoker,RR60,46,0.00119
t3238,Male,Non-Smoker,RR60,47,0.00123
t3238,Male,Non-Smoker,RR60,48,0.00129
t3238,Male,Non-Smoker,RR60,49,0.00136
t3238,Male,Non-Smoker,RR60,50,0.00144
t3238,Male,Non-Smoker,RR60,51,0.00155
t3238,Male,Non-Smoker,RR60,52,0.00166
t3238,Male,Non-Smoker,RR60,53,0.00177
t3238,Male,Non-Smoker,RR60,54,0.00189
t3238,Male,Non-Smoker,RR60,55,0.00199
t3238,Male,Non-Smoker,RR60,56,0.00209
t3238,Male,Non-Smoker,RR60,57,0.00218
t3238,Male,Non-Smoker,RR60,58,0.00229
t3238,Male,Non-Smoker,RR60,59,0.00244
t3238,Male,Non-Smoker,RR60,60,0.00263
t3238,Male,Non-Smoker,RR60,61,0.00289
t3238,Male,Non-Smoker,RR60,62,0.00322
t3238,Male,Non-Smoker,RR60,63,0.00359
t3238,Male,Non-Smoker,RR60,64,0.00402
t3238,Male,Non-Smoker,RR60,65,0.0045
t3238,Male,Non-Smoker,RR60,66,0.00503
t3238,Male,Non-Smoker,RR60,67,0.00564
t3238,Male,Non-Smoker,RR60,68,0.00634
t3238,Male,Non-Smoker,RR60,69,0.00716
t3238,Male,Non-Smoker,RR60,70,0.00816
t3238,Male,Non-Smoker,RR60,71,0.00938
t3238,Male,Non-Smoker,RR60,72,0.01083
t3238,Male,Non-Smoker,RR60,73,0.01255
t3238,Male,Non-Smoker,RR60,74,0.01453
t3238,Male,Non-Smoker,RR60,75,0.01678
t3238,Male,Non-Smoker,RR60,76,0.01931
t3238,Male,Non-Smoker,RR60,77,0.02218
t3238,Male,Non-Smoker,RR60,78,0.02548
t3238,Male,Non-Smoker,RR60,79,0.02933
t3238,Male,Non-Smoker,RR60,80,0.03376
t3238,Male,Non-Smoker,RR60,81,0.03878
t3238,Male,Non-Smoker,RR60,82,0.04455
t3238,Male,Non-Smoker,RR60,83,0.05125
t3238,Male,Non-Smoker,RR60,84,0.0591
t3238,Male,Non-Smoker,RR60,85,0.06828
t3238,Male,Non-Smoker,RR60,86,0.07896
t3238,Male,Non-Smoker,RR60,87,0.09123
t3238,Male,Non-Smoker,RR60,88,0.10495
t3238,Male,Non-Smoker,RR60,89,0.11987
t3238,Male,Non-Smoker,RR60,90,0.13595
t3238,Male,Non-Smoker,RR60,91,0.15284
t3238,Male,Non-Smoker,RR60,92,0.16994
t3238,Male,Non-Smoker,RR60,93,0.18679
t3238,Male,Non-Smoker,RR60,94,0.20266
t3238,Male,Non-Smoker,RR60,95,0.21845
t3238,Male,Non-Smoker,RR60,96,0.23554
t3238,Male,Non-Smoker,RR60,97,0.25392
t3238,Male,Non-Smoker,RR60,98,0.27364
t3238,Male,Non-Smoker,RR60,99,0.29431
t3238,Male,Non-Smoker,RR60,100,0.31552
t3238,Male,Non-Smoker,RR60,101,0.33699
t3238,Male,Non-Smoker,RR60,102,0.35854
t3238,Male,Non-Smoker,RR60,103,0.37981
t3238,Male,Non-Smoker,RR60,104,0.40044
t3238,Male,Non-Smoker,RR60,105,0.42009
t3238,Male,Non-Smoker,RR60,106,0.4384
t3238,Male,Non-Smoker,RR60,107,0.45501
