table,gender,tobacco,relative_risk,issue_age,duration,q_sel
t3232,Female,Smoker,RR150,41,7,0.00238
t3232,Female,Smoker,RR150,41,8,0.00278
t3232,Female,Smoker,RR150,41,9,0.00322
t3232,Female,Smoker,RR150,41,10,0.00369
t3232,Female,Smoker,RR150,41,11,0.00415
t3232,Female,Smoker,RR150,41,12,0.00462
t3232,Female,Smoker,RR150,41,13,0.00518
t3232,Female,Smoker,RR150,41,14,0.00577
t3232,Female,Smoker,RR150,41,15,0.00637
t3232,Female,Smoker,RR150,41,16,0.00712
t3232,Female,Smoker,RR150,41,17,0.00788
t3232,Female,Smoker,RR150,41,18,0.00871
t3232,Female,Smoker,RR150,41,19,0.00964
t3232,Female,Smoker,RR150,41,20,0.01067
t3232,Female,Smoker,RR150,41,21,0.01183
t3232,Female,Smoker,RR150,41,22,0.01298
t3232,Female,Smoker,RR150,41,23,0.01421
t3232,Female,Smoker,RR150,41,24,0.01554
t3232,Female,Smoker,RR150,41,25,0.01697
t3232,Female,Smoker,RR150,42,1,5.8e-4
t3232,Female,Smoker,RR150,42,2,8.7e-4
t3232,Female,Smoker,RR150,42,3,0.00121
t3232,Female,Smoker,RR150,42,4,0.00153
t3232,Female,Smoker,RR150,42,5,0.00181
t3232,Female,Smoker,RR150,42,6,0.00219
t3232,Female,Smoker,RR150,42,7,0.0026
t3232,Female,Smoker,RR150,42,8,0.00304
t3232,Female,Smoker,RR150,42,9,0.00352
t3232,Female,Smoker,RR150,42,10,0.00404
t3232,Female,Smoker,RR150,42,11,0.00454
t3232,Female,Smoker,RR150,42,12,0.00506
t3232,Female,Smoker,RR150,42,13,0.00567
t3232,Female,Smoker,RR150,42,14,0.00628
t3232,Female,Smoker,RR150,42,15,0.00697
t3232,Female,Smoker,RR150,42,16,0.00781
t3232,Female,Smoker,RR150,42,17,0.00864
t3232,Female,Smoker,RR150,42,18,0.00955
t3232,Female,Smoker,RR150,42,19,0.01057
t3232,Female,Smoker,RR150,42,20,0.01171
t3232,Female,Smoker,RR150,42,21,0.01298
t3232,Female,Smoker,RR150,42,22,0.01421
t3232,Female,Smoker,RR150,42,23,0.01554
t3232,Female,Smoker,RR150,42,24,0.01697
t3232,Female,Smoker,RR150,42,25,0.01849
t3232,Female,Smoker,RR150,43,1,6e-4
t3232,Female,Smoker,RR150,43,2,9e-4
t3232,Female,Smoker,RR150,43,3,0.0013
t3232,Female,Smoker,RR150,43,4,0.00167
t3232,Female,Smoker,RR150,43,5,0.00198
t3232,Female,Smoker,RR150,43,6,0.00239
t3232,Female,Smoker,RR150,43,7,0.00284
t3232,Female,Smoker,RR150,43,8,0.00333
t3232,Female,Smoker,RR150,43,9,0.00386
t3232,Female,Smoker,RR150,43,10,0.00443
t3232,Female,Smoker,RR150,43,11,0.00497
t3232,Female,Smoker,RR150,43,12,0.00554
t3232,Female,Smoker,RR150,43,13,0.00616
t3232,Female,Smoker,RR150,43,14,0.00685
t3232,Female,Smoker,RR150,43,15,0.00765
t3232,Female,Smoker,RR150,43,16,0.00856
t3232,Female,Smoker,RR150,43,17,0.00947
t3232,Female,Smoker,RR150,43,18,0.01047
t3232,Female,Smoker,RR150,43,19,0.0116
t3232,Female,Smoker,RR150,43,20,0.01282
t3232,Female,Smoker,RR150,43,21,0.01421
t3232,Female,Smoker,RR150,43,22,0.01554
t3232,Female,Smoker,RR150,43,23,0.01697
t3232,Female,Smoker,RR150,43,24,0.01849
t3232,Female,Smoker,RR150,43,25,0.0201
t3232,Female,Smoker,RR150,44,1,6.1e-4
t3232,Female,Smoker,RR150,44,2,9.6e-4
t3232,Female,Smoker,RR150,44,3,0.00141
t3232,Female,Smoker,RR150,44,4,0.00183
t3232,Female,Smoker,RR150,44,5,0.00217
t3232,Female,Smoker,RR150,44,6,0.00262
t3232,Female,Smoker,RR150,44,7,0.00311
t3232,Female,Smoker,RR150,44,8,0.00365
t3232,Female,Smoker,RR150,44,9,0.00423
t3232,Female,Smoker,RR150,44,10,0.00485
t3232,Female,Smoker,RR150,44,11,0.00545
t3232,Female,Smoker,RR150,44,12,0.00601
t3232,Female,Smoker,RR150,44,13,0.0067
t3232,Female,Smoker,RR150,44,14,0.00752
t3232,Female,Smoker,RR150,44,15,0.00839
t3232,Female,Smoker,RR150,44,16,0.00938
t3232,Female,Smoker,RR150,44,17,0.01038
t3232,Female,Smoker,RR150,44,18,0.0115
t3232,Female,Smoker,RR150,44,19,0.01272
t3232,Female,Smoker,RR150,44,20,0.01407
t3232,Female,Smoker,RR150,44,21,0.01554
t3232,Female,Smoker,RR150,44,22,0.01697
t3232,Female,Smoker,RR150,44,23,0.01849
t3232,Female,Smoker,RR150,44,24,0.0201
t3232,Female,Smoker,RR150,44,25,0.02178
t3232,Female,Smoker,RR150,45,1,6.4e-4
t3232,Female,Smoker,RR150,45,2,0.00102
t3232,Female,Smoker,RR150,45,3,0.00153
t3232,Female,Smoker,RR150,45,4,0.002
t3232,Female,Smoker,RR150,45,5,0.00237
t3232,Female,Smoker,RR150,45,6,0.00287
t3232,Female,Smoker,RR150,45,7,0.00342
t3232,Female,Smoker,RR150,45,8,0.00401
t3232,Female,Smoker,RR150,45,9,0.00464
t3232,Female,Smoker,RR150,45,10,0.00532
t3232,Female,Smoker,RR150,45,11,0.0059
t3232,Female,Smoker,RR150,45,12,0.00653
t3232,Female,Smoker,RR150,45,13,0.00736
t3232,Female,Smoker,RR150,45,14,0.00825
t3232,Female,Smoker,RR150,45,15,0.00921
t3232,Female,Smoker,RR150,45,16,0.01028
t3232,Female,Smoker,RR150,45,17,0.0114
t3232,Female,Smoker,RR150,45,18,0.01263
t3232,Female,Smoker,RR150,45,19,0.01396
t3232,Female,Smoker,RR150,45,20,0.01537
t3232,Female,Smoker,RR150,45,21,0.01697
t3232,Female,Smoker,RR150,45,22,0.01849
t3232,Female,Smoker,RR150,45,23,0.0201
t3232,Female,Smoker,RR150,45,24,0.02178
t3232,Female,Smoker,RR150,45,25,0.02357
t3232,Female,Smoker,RR150,46,1,6.7e-4
t3232,Female,Smoker,RR150,46,2,0.0011
t3232,Female,Smoker,RR150,46,3,0.00166
t3232,Female,Smoker,RR150,46,4,0.00219
t3232,Female,Smoker,RR150,46,5,0.00261
t3232,Female,Smoker,RR150,46,6,0.00316
t3232,Female,Smoker,RR150,46,7,0.00375
t3232,Female,Smoker,RR150,46,8,0.0044
t3232,Female,Smoker,RR150,46,9,0.00509
t3232,Female,Smoker,RR150,46,10,0.00577
t3232,Female,Smoker,RR150,46,11,0.00642
t3232,Female,Smoker,RR150,46,12,0.00718
t3232,Female,Smoker,RR150,46,13,0.00808
t3232,Female,Smoker,RR150,46,14,0.00906
t3232,Female,Smoker,RR150,46,15,0.01011
t3232,Female,Smoker,RR150,46,16,0.01129
t3232,Female,Smoker,RR150,46,17,0.01254
t3232,Female,Smoker,RR150,46,18,0.01386
t3232,Female,Smoker,RR150,46,19,0.01526
t3232,Female,Smoker,RR150,46,20,0.01673
t3232,Female,Smoker,RR150,46,21,0.01849
t3232,Female,Smoker,RR150,46,22,0.0201
t3232,Female,Smoker,RR150,46,23,0.02178
t3232,Female,Smoker,RR150,46,24,0.02357
t3232,Female,Smoker,RR150,46,25,0.02556
t3232,Female,Smoker,RR150,47,1,7.2e-4
t3232,Female,Smoker,RR150,47,2,0.00118
t3232,Female,Smoker,RR150,47,3,0.00181
t3232,Female,Smoker,RR150,47,4,0.0024
t3232,Female,Smoker,RR150,47,5,0.00287
t3232,Female,Smoker,RR150,47,6,0.00347
t3232,Female,Smoker,RR150,47,7,0.00413
t3232,Female,Smoker,RR150,47,8,0.00484
t3232,Female,Smoker,RR150,47,9,0.00553
t3232,Female,Smoker,RR150,47,10,0.00627
t3232,Female,Smoker,RR150,47,11,0.00706
t3232,Female,Smoker,RR150,47,12,0.0079
t3232,Female,Smoker,RR150,47,13,0.0089
t3232,Female,Smoker,RR150,47,14,0.00997
t3232,Female,Smoker,RR150,47,15,0.01113
t3232,Female,Smoker,RR150,47,16,0.01241
t3232,Female,Smoker,RR150,47,17,0.01377
t3232,Female,Smoker,RR150,47,18,0.01517
t3232,Female,Smoker,RR150,47,19,0.01661
t3232,Female,Smoker,RR150,47,20,0.01825
t3232,Female,Smoker,RR150,47,21,0.0201
t3232,Female,Smoker,RR150,47,22,0.02178
t3232,Female,Smoker,RR150,47,23,0.02357
t3232,Female,Smoker,RR150,47,24,0.02556
t3232,Female,Smoker,RR150,47,25,0.0276
t3232,Female,Smoker,RR150,48,1,7.6e-4
t3232,Female,Smoker,RR150,48,2,0.00128
t3232,Female,Smoker,RR150,48,3,0.00198
t3232,Female,Smoker,RR150,48,4,0.00264
t3232,Female,Smoker,RR150,48,5,0.00317
t3232,Female,Smoker,RR150,48,6,0.00383
t3232,Female,Smoker,RR150,48,7,0.00455
t3232,Female,Smoker,RR150,48,8,0.00527
t3232,Female,Smoker,RR150,48,9,0.00602
t3232,Female,Smoker,RR150,48,10,0.00691
t3232,Female,Smoker,RR150,48,11,0.00776
t3232,Female,Smoker,RR150,48,12,0.00867
t3232,Female,Smoker,RR150,48,13,0.00978
t3232,Female,Smoker,RR150,48,14,0.01096
t3232,Female,Smoker,RR150,48,15,0.01222
t3232,Female,Smoker,RR150,48,16,0.01361
t3232,Female,Smoker,RR150,48,17,0.01508
t3232,Female,Smoker,RR150,48,18,0.01652
t3232,Female,Smoker,RR150,48,19,0.01806
t3232,Female,Smoker,RR150,48,20,0.01983
t3232,Female,Smoker,RR150,48,21,0.02178
t3232,Female,Smoker,RR150,48,22,0.02357
t3232,Female,Smoker,RR150,48,23,0.02556
t3232,Female,Smoker,RR150,48,24,0.0276
t3232,Female,Smoker,RR150,48,25,0.0297
t3232,Female,Smoker,RR150,49,1,8.1e-4
t3232,Female,Smoker,RR150,49,2,0.00138
t3232,Female,Smoker,RR150,49,3,0.00216
t3232,Female,Smoker,RR150,49,4,0.0029
t3232,Female,Smoker,RR150,49,5,0.0035
t3232,Female,Smoker,RR150,49,6,0.00423
t3232,Female,Smoker,RR150,49,7,0.00497
t3232,Female,Smoker,RR150,49,8,0.00574
t3232,Female,Smoker,RR150,49,9,0.00664
t3232,Female,Smoker,RR150,49,10,0.00762
t3232,Female,Smoker,RR150,49,11,0.00854
t3232,Female,Smoker,RR150,49,12,0.00952
t3232,Female,Smoker,RR150,49,13,0.01072
t3232,Female,Smoker,RR150,49,14,0.01201
t3232,Female,Smoker,RR150,49,15,0.01337
t3232,Female,Smoker,RR150,49,16,0.014880000000000001
t3232,Female,Smoker,RR150,49,17,0.01644
t3232,Female,Smoker,RR150,49,18,0.01797
t3232,Female,Smoker,RR150,49,19,0.01965
t3232,Female,Smoker,RR150,49,20,0.02145
t3232,Female,Smoker,RR150,49,21,0.02357
t3232,Female,Smoker,RR150,49,22,0.02556
t3232,Female,Smoker,RR150,49,23,0.0276
t3232,Female,Smoker,RR150,49,24,0.0297
t3232,Female,Smoker,RR150,49,25,0.03199
t3232,Female,Smoker,RR150,50,1,8.6e-4
t3232,Female,Smoker,RR150,50,2,0.0015
t3232,Female,Smoker,RR150,50,3,0.00236
t3232,Female,Smoker,RR150,50,4,0.00319
t3232,Female,Smoker,RR150,50,5,0.00387
t3232,Female,Smoker,RR150,50,6,0.00464
t3232,Female,Smoker,RR150,50,7,0.00544
t3232,Female,Smoker,RR150,50,8,0.00634
t3232,Female,Smoker,RR150,50,9,0.00733
t3232,Female,Smoker,RR150,50,10,0.00841
t3232,Female,Smoker,RR150,50,11,0.0094
t3232,Female,Smoker,RR150,50,12,0.01045
t3232,Female,Smoker,RR150,50,13,0.01177
t3232,Female,Smoker,RR150,50,14,0.01316
t3232,Female,Smoker,RR150,50,15,0.01462
t3232,Female,Smoker,RR150,50,16,0.01622
t3232,Female,Smoker,RR150,50,17,0.01788
t3232,Female,Smoker,RR150,50,18,0.01955
t3232,Female,Smoker,RR150,50,19,0.02134
t3232,Female,Smoker,RR150,50,20,0.02317
t3232,Female,Smoker,RR150,50,21,0.02556
t3232,Female,Smoker,RR150,50,22,0.0276
t3232,Female,Smoker,RR150,50,23,0.0297
t3232,Female,Smoker,RR150,50,24,0.03199
t3232,Female,Smoker,RR150,50,25,0.0345
t3232,Female,Smoker,RR150,51,1,9.2e-4
t3232,Female,Smoker,RR150,51,2,0.00162
t3232,Female,Smoker,RR150,51,3,0.00259
t3232,Female,Smoker,RR150,51,4,0.00351
t3232,Female,Smoker,RR150,51,5,0.00428
t3232,Female,Smoker,RR150,51,6,0.00511
t3232,Female,Smoker,RR150,51,7,0.00602
t3232,Female,Smoker,RR150,51,8,0.00701
t3232,Female,Smoker,RR150,51,9,0.0081
t3232,Female,Smoker,RR150,51,10,0.00929
t3232,Female,Smoker,RR150,51,11,0.01037
t3232,Female,Smoker,RR150,51,12,0.01156
t3232,Female,Smoker,RR150,51,13,0.01294
t3232,Female,Smoker,RR150,51,14,0.01444
t3232,Female,Smoker,RR150,51,15,0.01599
t3232,Female,Smoker,RR150,51,16,0.01769
t3232,Female,Smoker,RR150,51,17,0.01945
t3232,Female,Smoker,RR150,51,18,0.02124
t3232,Female,Smoker,RR150,51,19,0.02307
t3232,Female,Smoker,RR150,51,20,0.02505
t3232,Female,Smoker,RR150,51,21,0.0276
t3232,Female,Smoker,RR150,51,22,0.0297
t3232,Female,Smoker,RR150,51,23,0.03199
t3232,Female,Smoker,RR150,51,24,0.0345
t3232,Female,Smoker,RR150,51,25,0.03727
t3232,Female,Smoker,RR150,52,1,9.9e-4
t3232,Female,Smoker,RR150,52,2,0.00177
t3232,Female,Smoker,RR150,52,3,0.00283
t3232,Female,Smoker,RR150,52,4,0.00387
t3232,Female,Smoker,RR150,52,5,0.00474
t3232,Female,Smoker,RR150,52,6,0.00566
t3232,Female,Smoker,RR150,52,7,0.00666
t3232,Female,Smoker,RR150,52,8,0.00775
t3232,Female,Smoker,RR150,52,9,0.00896
t3232,Female,Smoker,RR150,52,10,0.01028
t3232,Female,Smoker,RR150,52,11,0.01146
t3232,Female,Smoker,RR150,52,12,0.01281
t3232,Female,Smoker,RR150,52,13,0.01424
t3232,Female,Smoker,RR150,52,14,0.01585
t3232,Female,Smoker,RR150,52,15,0.01754
t3232,Female,Smoker,RR150,52,16,0.01933
t3232,Female,Smoker,RR150,52,17,0.02115
t3232,Female,Smoker,RR150,52,18,0.02298
t3232,Female,Smoker,RR150,52,19,0.02494
t3232,Female,Smoker,RR150,52,20,0.02706
t3232,Female,Smoker,RR150,52,21,0.0297
t3232,Female,Smoker,RR150,52,22,0.03199
t3232,Female,Smoker,RR150,52,23,0.0345
t3232,Female,Smoker,RR150,52,24,0.03727
t3232,Female,Smoker,RR150,52,25,0.04034
t3232,Female,Smoker,RR150,53,1,0.00106
t3232,Female,Smoker,RR150,53,2,0.00193
t3232,Female,Smoker,RR150,53,3,0.00311
t3232,Female,Smoker,RR150,53,4,0.00427
t3232,Female,Smoker,RR150,53,5,0.00526
t3232,Female,Smoker,RR150,53,6,0.00627
t3232,Female,Smoker,RR150,53,7,0.00739
t3232,Female,Smoker,RR150,53,8,0.0086
t3232,Female,Smoker,RR150,53,9,0.00993
t3232,Female,Smoker,RR150,53,10,0.01138
t3232,Female,Smoker,RR150,53,11,0.01269
t3232,Female,Smoker,RR150,53,12,0.01414
t3232,Female,Smoker,RR150,53,13,0.01569
t3232,Female,Smoker,RR150,53,14,0.0174
t3232,Female,Smoker,RR150,53,15,0.01922
t3232,Female,Smoker,RR150,53,16,0.02107
t3232,Female,Smoker,RR150,53,17,0.02291
t3232,Female,Smoker,RR150,53,18,0.02483
t3232,Female,Smoker,RR150,53,19,0.026950000000000002
t3232,Female,Smoker,RR150,53,20,0.02934
t3232,Female,Smoker,RR150,53,21,0.03199
t3232,Female,Smoker,RR150,53,22,0.0345
t3232,Female,Smoker,RR150,53,23,0.03727
t3232,Female,Smoker,RR150,53,24,0.04034
t3232,Female,Smoker,RR150,53,25,0.04374
t3232,Female,Smoker,RR150,54,1,0.00114
t3232,Female,Smoker,RR150,54,2,0.0021
t3232,Female,Smoker,RR150,54,3,0.00341
t3232,Female,Smoker,RR150,54,4,0.00471
t3232,Female,Smoker,RR150,54,5,0.00585
t3232,Female,Smoker,RR150,54,6,0.00697
t3232,Female,Smoker,RR150,54,7,0.00821
t3232,Female,Smoker,RR150,54,8,0.00955
t3232,Female,Smoker,RR150,54,9,0.01101
t3232,Female,Smoker,RR150,54,10,0.01259
t3232,Female,Smoker,RR150,54,11,0.01405
t3232,Female,Smoker,RR150,54,12,0.01559
t3232,Female,Smoker,RR150,54,13,0.01732
t3232,Female,Smoker,RR150,54,14,0.01912
t3232,Female,Smoker,RR150,54,15,0.021
t3232,Female,Smoker,RR150,54,16,0.02283
t3232,Female,Smoker,RR150,54,17,0.02474
t3232,Female,Smoker,RR150,54,18,0.02685
t3232,Female,Smoker,RR150,54,19,0.0292
t3232,Female,Smoker,RR150,54,20,0.03189
t3232,Female,Smoker,RR150,54,21,0.0345
t3232,Female,Smoker,RR150,54,22,0.03727
t3232,Female,Smoker,RR150,54,23,0.04034
t3232,Female,Smoker,RR150,54,24,0.04374
t3232,Female,Smoker,RR150,54,25,0.04746
t3232,Female,Smoker,RR150,55,1,0.00123
t3232,Female,Smoker,RR150,55,2,0.0023
t3232,Female,Smoker,RR150,55,3,0.00375
t3232,Female,Smoker,RR150,55,4,0.00521
t3232,Female,Smoker,RR150,55,5,0.00652
t3232,Female,Smoker,RR150,55,6,0.00776
t3232,Female,Smoker,RR150,55,7,0.00913
t3232,Female,Smoker,RR150,55,8,0.01061
t3232,Female,Smoker,RR150,55,9,0.01221
t3232,Female,Smoker,RR150,55,10,0.01391
t3232,Female,Smoker,RR150,55,11,0.01553
t3232,Female,Smoker,RR150,55,12,0.01719
t3232,Female,Smoker,RR150,55,13,0.01905
t3232,Female,Smoker,RR150,55,14,0.02093
t3232,Female,Smoker,RR150,55,15,0.02277
t3232,Female,Smoker,RR150,55,16,0.02464
t3232,Female,Smoker,RR150,55,17,0.02676
t3232,Female,Smoker,RR150,55,18,0.02911
t3232,Female,Smoker,RR150,55,19,0.03164
t3232,Female,Smoker,RR150,55,20,0.0345
t3232,Female,Smoker,RR150,55,21,0.03727
t3232,Female,Smoker,RR150,55,22,0.04034
t3232,Female,Smoker,RR150,55,23,0.04374
t3232,Female,Smoker,RR150,55,24,0.04746
t3232,Female,Smoker,RR150,55,25,0.05203
t3232,Female,Smoker,RR150,56,1,0.00133
t3232,Female,Smoker,RR150,56,2,0.00251
t3232,Female,Smoker,RR150,56,3,0.00412
t3232,Female,Smoker,RR150,56,4,0.00578
t3232,Female,Smoker,RR150,56,5,0.00728
t3232,Female,Smoker,RR150,56,6,0.00866
t3232,Female,Smoker,RR150,56,7,0.01017
t3232,Female,Smoker,RR150,56,8,0.01179
t3232,Female,Smoker,RR150,56,9,0.01352
t3232,Female,Smoker,RR150,56,10,0.01535
t3232,Female,Smoker,RR150,56,11,0.01709
t3232,Female,Smoker,RR150,56,12,0.01886
t3232,Female,Smoker,RR150,56,13,0.02079
t3232,Female,Smoker,RR150,56,14,0.02271
t3232,Female,Smoker,RR150,56,15,0.02456
t3232,Female,Smoker,RR150,56,16,0.02667
t3232,Female,Smoker,RR150,56,17,0.02902
t3232,Female,Smoker,RR150,56,18,0.03152
t3232,Female,Smoker,RR150,56,19,0.03418
t3232,Female,Smoker,RR150,56,20,0.03727
t3232,Female,Smoker,RR150,56,21,0.04034
t3232,Female,Smoker,RR150,56,22,0.04374
t3232,Female,Smoker,RR150,56,23,0.04746
t3232,Female,Smoker,RR150,56,24,0.05203
t3232,Female,Smoker,RR150,56,25,0.05778
t3232,Female,Smoker,RR150,57,1,0.00144
t3232,Female,Smoker,RR150,57,2,0.00276
t3232,Female,Smoker,RR150,57,3,0.00455
t3232,Female,Smoker,RR150,57,4,0.00642
t3232,Female,Smoker,RR150,57,5,0.00814
t3232,Female,Smoker,RR150,57,6,0.00967
t3232,Female,Smoker,RR150,57,7,0.01132
t3232,Female,Smoker,RR150,57,8,0.01308
t3232,Female,Smoker,RR150,57,9,0.01494
t3232,Female,Smoker,RR150,57,10,0.01689
t3232,Female,Smoker,RR150,57,11,0.01871
t3232,Female,Smoker,RR150,57,12,0.02054
t3232,Female,Smoker,RR150,57,13,0.0225
t3232,Female,Smoker,RR150,57,14,0.02447
t3232,Female,Smoker,RR150,57,15,0.02649
t3232,Female,Smoker,RR150,57,16,0.02885
t3232,Female,Smoker,RR150,57,17,0.03141
t3232,Female,Smoker,RR150,57,18,0.03407
t3232,Female,Smoker,RR150,57,19,0.03695
t3232,Female,Smoker,RR150,57,20,0.04034
t3232,Female,Smoker,RR150,57,21,0.04374
t3232,Female,Smoker,RR150,57,22,0.04746
t3232,Female,Smoker,RR150,57,23,0.05203
t3232,Female,Smoker,RR150,57,24,0.05778
t3232,Female,Smoker,RR150,57,25,0.06444
t3232,Female,Smoker,RR150,58,1,0.00156
t3232,Female,Smoker,RR150,58,2,0.00304
t3232,Female,Smoker,RR150,58,3,0.00503
t3232,Female,Smoker,RR150,58,4,0.00715
t3232,Female,Smoker,RR150,58,5,0.00912
t3232,Female,Smoker,RR150,58,6,0.01079
t3232,Female,Smoker,RR150,58,7,0.01259
t3232,Female,Smoker,RR150,58,8,0.01448
t3232,Female,Smoker,RR150,58,9,0.01647
t3232,Female,Smoker,RR150,58,10,0.01852
t3232,Female,Smoker,RR150,58,11,0.02041
t3232,Female,Smoker,RR150,58,12,0.02228
t3232,Female,Smoker,RR150,58,13,0.02434
t3232,Female,Smoker,RR150,58,14,0.02638
t3232,Female,Smoker,RR150,58,15,0.0286
t3232,Female,Smoker,RR150,58,16,0.03118
t3232,Female,Smoker,RR150,58,17,0.03396
t3232,Female,Smoker,RR150,58,18,0.03687
t3232,Female,Smoker,RR150,58,19,0.04004
t3232,Female,Smoker,RR150,58,20,0.04374
t3232,Female,Smoker,RR150,58,21,0.04746
t3232,Female,Smoker,RR150,58,22,0.05203
t3232,Female,Smoker,RR150,58,23,0.05778
t3232,Female,Smoker,RR150,58,24,0.06444
t3232,Female,Smoker,RR150,58,25,0.07194
t3232,Female,Smoker,RR150,59,1,0.0017
t3232,Female,Smoker,RR150,59,2,0.00335
t3232,Female,Smoker,RR150,59,3,0.00558
t3232,Female,Smoker,RR150,59,4,0.00797
t3232,Female,Smoker,RR150,59,5,0.01022
t3232,Female,Smoker,RR150,59,6,0.01204
t3232,Female,Smoker,RR150,59,7,0.01398
t3232,Female,Smoker,RR150,59,8,0.01599
t3232,Female,Smoker,RR150,59,9,0.01809
t3232,Female,Smoker,RR150,59,10,0.02022
t3232,Female,Smoker,RR150,59,11,0.02218
t3232,Female,Smoker,RR150,59,12,0.02419
t3232,Female,Smoker,RR150,59,13,0.02625
t3232,Female,Smoker,RR150,59,14,0.02847
t3232,Female,Smoker,RR150,59,15,0.03096
t3232,Female,Smoker,RR150,59,16,0.03377
t3232,Female,Smoker,RR150,59,17,0.03678
t3232,Female,Smoker,RR150,59,18,0.03994
t3232,Female,Smoker,RR150,59,19,0.04343
t3232,Female,Smoker,RR150,59,20,0.04746
t3232,Female,Smoker,RR150,59,21,0.05203
t3232,Female,Smoker,RR150,59,22,0.05778
t3232,Female,Smoker,RR150,59,23,0.06444
t3232,Female,Smoker,RR150,59,24,0.07194
t3232,Female,Smoker,RR150,59,25,0.07992
t3232,Female,Smoker,RR150,60,1,0.00185
t3232,Female,Smoker,RR150,60,2,0.00371
t3232,Female,Smoker,RR150,60,3,0.00621
t3232,Female,Smoker,RR150,60,4,0.0089
t3232,Female,Smoker,RR150,60,5,0.01144
t3232,Female,Smoker,RR150,60,6,0.0134
t3232,Female,Smoker,RR150,60,7,0.01547
t3232,Female,Smoker,RR150,60,8,0.0176
t3232,Female,Smoker,RR150,60,9,0.01978
t3232,Female,Smoker,RR150,60,10,0.02197
t3232,Female,Smoker,RR150,60,11,0.02408
t3232,Female,Smoker,RR150,60,12,0.02608
t3232,Female,Smoker,RR150,60,13,0.02826
t3232,Female,Smoker,RR150,60,14,0.03081
t3232,Female,Smoker,RR150,60,15,0.03358
t3232,Female,Smoker,RR150,60,16,0.0366
t3232,Female,Smoker,RR150,60,17,0.03984
t3232,Female,Smoker,RR150,60,18,0.04327
t3232,Female,Smoker,RR150,60,19,0.04717
t3232,Female,Smoker,RR150,60,20,0.05203
t3232,Female,Smoker,RR150,60,21,0.05778
t3232,Female,Smoker,RR150,60,22,0.06444
t3232,Female,Smoker,RR150,60,23,0.07194
t3232,Female,Smoker,RR150,60,24,0.07992
t3232,Female,Smoker,RR150,60,25,0.0874
t3232,Female,Smoker,RR150,61,1,0.00203
t3232,Female,Smoker,RR150,61,2,0.00411
t3232,Female,Smoker,RR150,61,3,0.00691
t3232,Female,Smoker,RR150,61,4,0.00995
t3232,Female,Smoker,RR150,61,5,0.01279
t3232,Female,Smoker,RR150,61,6,0.014880000000000001
t3232,Female,Smoker,RR150,61,7,0.01707
t3232,Female,Smoker,RR150,61,8,0.01929
t3232,Female,Smoker,RR150,61,9,0.02153
t3232,Female,Smoker,RR150,61,10,0.02386
t3232,Female,Smoker,RR150,61,11,0.02591
t3232,Female,Smoker,RR150,61,12,0.02798
t3232,Female,Smoker,RR150,61,13,0.03055
t3232,Female,Smoker,RR150,61,14,0.03339
t3232,Female,Smoker,RR150,61,15,0.03638
t3232,Female,Smoker,RR150,61,16,0.03958
t3232,Female,Smoker,RR150,61,17,0.04314
t3232,Female,Smoker,RR150,61,18,0.04698
t3232,Female,Smoker,RR150,61,19,0.05189
t3232,Female,Smoker,RR150,61,20,0.05778
t3232,Female,Smoker,RR150,61,21,0.06444
t3232,Female,Smoker,RR150,61,22,0.07194
t3232,Female,Smoker,RR150,61,23,0.07992
t3232,Female,Smoker,RR150,61,24,0.0874
t3232,Female,Smoker,RR150,61,25,0.09647
t3232,Female,Smoker,RR150,62,1,0.00222
t3232,Female,Smoker,RR150,62,2,0.00456
t3232,Female,Smoker,RR150,62,3,0.00771
t3232,Female,Smoker,RR150,62,4,0.01112
t3232,Female,Smoker,RR150,62,5,0.01427
t3232,Female,Smoker,RR150,62,6,0.01649
t3232,Female,Smoker,RR150,62,7,0.01877
t3232,Female,Smoker,RR150,62,8,0.02105
t3232,Female,Smoker,RR150,62,9,0.02343
t3232,Female,Smoker,RR150,62,10,0.02568
t3232,Female,Smoker,RR150,62,11,0.02773
t3232,Female,Smoker,RR150,62,12,0.03022
t3232,Female,Smoker,RR150,62,13,0.03309
t3232,Female,Smoker,RR150,62,14,0.03612
t3232,Female,Smoker,RR150,62,15,0.03926
t3232,Female,Smoker,RR150,62,16,0.04275
t3232,Female,Smoker,RR150,62,17,0.04677
t3232,Female,Smoker,RR150,62,18,0.05162
t3232,Female,Smoker,RR150,62,19,0.05778
t3232,Female,Smoker,RR150,62,20,0.06444
t3232,Female,Smoker,RR150,62,21,0.07194
t3232,Female,Smoker,RR150,62,22,0.07992
t3232,Female,Smoker,RR150,62,23,0.0874
t3232,Female,Smoker,RR150,62,24,0.09647
t3232,Female,Smoker,RR150,62,25,0.10722
t3232,Female,Smoker,RR150,63,1,0.00243
t3232,Female,Smoker,RR150,63,2,0.00506
t3232,Female,Smoker,RR150,63,3,0.0086
t3232,Female,Smoker,RR150,63,4,0.01243
t3232,Female,Smoker,RR150,63,5,0.01587
t3232,Female,Smoker,RR150,63,6,0.01819
t3232,Female,Smoker,RR150,63,7,0.02054
t3232,Female,Smoker,RR150,63,8,0.02295
t3232,Female,Smoker,RR150,63,9,0.02525
t3232,Female,Smoker,RR150,63,10,0.02746
t3232,Female,Smoker,RR150,63,11,0.02987
t3232,Female,Smoker,RR150,63,12,0.0328
t3232,Female,Smoker,RR150,63,13,0.03561
