table,gender,tobacco,relative_risk,attained_age,q_ult
t3233,Female,Smoker,RR75,48,0.00212
t3233,Female,Smoker,RR75,49,0.00231
t3233,Female,Smoker,RR75,50,0.00251
t3233,Female,Smoker,RR75,51,0.00275
t3233,Female,Smoker,RR75,52,0.00301
t3233,Female,Smoker,RR75,53,0.00329
t3233,Female,Smoker,RR75,54,0.0036
t3233,Female,Smoker,RR75,55,0.00395
t3233,Female,Smoker,RR75,56,0.00435
t3233,Female,Smoker,RR75,57,0.00481
t3233,Female,Smoker,RR75,58,0.00533
t3233,Female,Smoker,RR75,59,0.00591
t3233,Female,Smoker,RR75,60,0.00657
t3233,Female,Smoker,RR75,61,0.00731
t3233,Female,Smoker,RR75,62,0.00814
t3233,Female,Smoker,RR75,63,0.00906
t3233,Female,Smoker,RR75,64,0.01008
t3233,Female,Smoker,RR75,65,0.01121
t3233,Female,Smoker,RR75,66,0.01244
t3233,Female,Smoker,RR75,67,0.01377
t3233,Female,Smoker,RR75,68,0.01521
t3233,Female,Smoker,RR75,69,0.01673
t3233,Female,Smoker,RR75,70,0.01843
t3233,Female,Smoker,RR75,71,0.02034
t3233,Female,Smoker,RR75,72,0.02224
t3233,Female,Smoker,RR75,73,0.02435
t3233,Female,Smoker,RR75,74,0.02665
t3233,Female,Smoker,RR75,75,0.02922
t3233,Female,Smoker,RR75,76,0.03208
t3233,Female,Smoker,RR75,77,0.03529
t3233,Female,Smoker,RR75,78,0.03883
t3233,Female,Smoker,RR75,79,0.04277
t3233,Female,Smoker,RR75,80,0.04793
t3233,Female,Smoker,RR75,81,0.05404
t3233,Female,Smoker,RR75,82,0.06098
t3233,Female,Smoker,RR75,83,0.06877
t3233,Female,Smoker,RR75,84,0.07675
t3233,Female,Smoker,RR75,85,0.08427
t3233,Female,Smoker,RR75,86,0.0956
t3233,Female,Smoker,RR75,87,0.10587
t3233,Female,Smoker,RR75,88,0.11706
t3233,Female,Smoker,RR75,89,0.129
t3233,Female,Smoker,RR75,90,0.14151
t3233,Female,Smoker,RR75,91,0.15419
t3233,Female,Smoker,RR75,92,0.16728
t3233,Female,Smoker,RR75,93,0.18079
t3233,Female,Smoker,RR75,94,0.19369
t3233,Female,Smoker,RR75,95,0.20713
t3233,Female,Smoker,RR75,96,0.22269
t3233,Female,Smoker,RR75,97,0.23898
t3233,Female,Smoker,RR75,98,0.25583
t3233,Female,Smoker,RR75,99,0.27273
t3233,Female,Smoker,RR75,100,0.28919
t3233,Female,Smoker,RR75,101,0.3133
t3233,Female,Smoker,RR75,102,0.33747
t3233,Female,Smoker,RR75,103,0.36133
t3233,Female,Smoker,RR75,104,0.3845
t3233,Female,Smoker,RR75,105,0.4066
t3233,Female,Smoker,RR75,106,0.42726
t3233,Female,Smoker,RR75,107,0.44611
t3233,Female,Smoker,RR75,108,0.46277
t3233,Female,Smoker,RR75,109,0.47686
t3233,Female,Smoker,RR75,110,0.488
t3233,Female,Smoker,RR75,111,0.49583
t3233,Female,Smoker,RR75,112,0.5
t3233,Female,Smoker,RR75,113,0.5
t3233,Female,Smoker,RR75,114,0.5
t3233,Female,Smoker,RR75,115,0.5
t3233,Female,Smoker,RR75,116,0.5
t3233,Female,Smoker,RR75,117,0.5
t3233,Female,Smoker,RR75,118,0.5
t3233,Female,Smoker,RR75,119,0.5
t3233,Female,Smoker,RR75,120,0.5
t3234,Female,Smoker,RR100,18,2.7e-4
t3234,Female,Smoker,RR100,19,2.7e-4
t3234,Female,Smoker,RR100,20,2.7e-4
t3234,Female,Smoker,RR100,21,2.7e-4
t3234,Female,Smoker,RR100,22,2.7e-4
t3234,Female,Smoker,RR100,23,2.9e-4
t3234,Female,Smoker,RR100,24,3.3e-4
t3234,Female,Smoker,RR100,25,3.4e-4
t3234,Female,Smoker,RR100,26,3.4e-4
t3234,Female,Smoker,RR100,27,3.4e-4
t3234,Female,Smoker,RR100,28,3.5e-4
t3234,Female,Smoker,RR100,29,3.7e-4
t3234,Female,Smoker,RR100,30,4e-4
t3234,Female,Smoker,RR100,31,4.3e-4
t3234,Female,Smoker,RR100,32,4.5e-4
t3234,Female,Smoker,RR100,33,4.9e-4
t3234,Female,Smoker,RR100,34,6.5e-4
t3234,Female,Smoker,RR100,35,7.3e-4
t3234,Female,Smoker,RR100,36,8.6e-4
t3234,Female,Smoker,RR100,37,0.00103
t3234,Female,Smoker,RR100,38,0.00117
t3234,Female,Smoker,RR100,39,0.00129
t3234,Female,Smoker,RR100,40,0.0014
t3234,Female,Smoker,RR100,41,0.00149
t3234,Female,Smoker,RR100,42,0.00158
t3234,Female,Smoker,RR100,43,0.00167
t3234,Female,Smoker,RR100,44,0.00176
t3234,Female,Smoker,RR100,45,0.00187
t3234,Female,Smoker,RR100,46,0.00205
t3234,Female,Smoker,RR100,47,0.00225
t3234,Female,Smoker,RR100,48,0.00246
t3234,Female,Smoker,RR100,49,0.00271
t3234,Female,Smoker,RR100,50,0.00297
t3234,Female,Smoker,RR100,51,0.00328
t3234,Female,Smoker,RR100,52,0.00361
t3234,Female,Smoker,RR100,53,0.00398
t3234,Female,Smoker,RR100,54,0.00439
t3234,Female,Smoker,RR100,55,0.00484
t3234,Female,Smoker,RR100,56,0.00535
t3234,Female,Smoker,RR100,57,0.00593
t3234,Female,Smoker,RR100,58,0.00659
t3234,Female,Smoker,RR100,59,0.00731
t3234,Female,Smoker,RR100,60,0.00812
t3234,Female,Smoker,RR100,61,0.00901
t3234,Female,Smoker,RR100,62,0.01001
t3234,Female,Smoker,RR100,63,0.01109
t3234,Female,Smoker,RR100,64,0.01228
t3234,Female,Smoker,RR100,65,0.01357
t3234,Female,Smoker,RR100,66,0.01496
t3234,Female,Smoker,RR100,67,0.01645
t3234,Female,Smoker,RR100,68,0.01802
t3234,Female,Smoker,RR100,69,0.01966
t3234,Female,Smoker,RR100,70,0.02149
t3234,Female,Smoker,RR100,71,0.02351
t3234,Female,Smoker,RR100,72,0.02547
t3234,Female,Smoker,RR100,73,0.02765
t3234,Female,Smoker,RR100,74,0.02999
t3234,Female,Smoker,RR100,75,0.03261
t3234,Female,Smoker,RR100,76,0.03549
t3234,Female,Smoker,RR100,77,0.03873
t3234,Female,Smoker,RR100,78,0.04227
t3234,Female,Smoker,RR100,79,0.0462
t3234,Female,Smoker,RR100,80,0.05141
t3234,Female,Smoker,RR100,81,0.05761
t3234,Female,Smoker,RR100,82,0.06464
t3234,Female,Smoker,RR100,83,0.07252
t3234,Female,Smoker,RR100,84,0.08055
t3234,Female,Smoker,RR100,85,0.08778
t3234,Female,Smoker,RR100,86,0.09921
t3234,Female,Smoker,RR100,87,0.10938
t3234,Female,Smoker,RR100,88,0.12048
t3234,Female,Smoker,RR100,89,0.13226
t3234,Female,Smoker,RR100,90,0.14456
t3234,Female,Smoker,RR100,91,0.15692
t3234,Female,Smoker,RR100,92,0.16963
t3234,Female,Smoker,RR100,93,0.18259
t3234,Female,Smoker,RR100,94,0.19474
t3234,Female,Smoker,RR100,95,0.20713
t3234,Female,Smoker,RR100,96,0.22269
t3234,Female,Smoker,RR100,97,0.23898
t3234,Female,Smoker,RR100,98,0.25583
t3234,Female,Smoker,RR100,99,0.27273
t3234,Female,Smoker,RR100,100,0.28919
t3234,Female,Smoker,RR100,101,0.3133
t3234,Female,Smoker,RR100,102,0.33747
t3234,Female,Smoker,RR100,103,0.36133
t3234,Female,Smoker,RR100,104,0.3845
t3234,Female,Smoker,RR100,105,0.4066
t3234,Female,Smoker,RR100,106,0.42726
t3234,Female,Smoker,RR100,107,0.44611
t3234,Female,Smoker,RR100,108,0.46277
t3234,Female,Smoker,RR100,109,0.47686
t3234,Female,Smoker,RR100,110,0.488
t3234,Female,Smoker,RR100,111,0.49583
t3234,Female,Smoker,RR100,112,0.5
t3234,Female,Smoker,RR100,113,0.5
t3234,Female,Smoker,RR100,114,0.5
t3234,Female,Smoker,RR100,115,0.5
t3234,Female,Smoker,RR100,116,0.5
t3234,Female,Smoker,RR100,117,0.5
t3234,Female,Smoker,RR100,118,0.5
t3234,Female,Smoker,RR100,119,0.5
t3234,Female,Smoker,RR100,120,0.5
t3235,Female,Smoker,RR125,18,3.7e-4
t3235,Female,Smoker,RR125,19,3.7e-4
t3235,Female,Smoker,RR125,20,3.7e-4
t3235,Female,Smoker,RR125,21,3.7e-4
t3235,Female,Smoker,RR125,22,3.7e-4
t3235,Female,Smoker,RR125,23,3.7e-4
t3235,Female,Smoker,RR125,24,4.1e-4
t3235,Female,Smoker,RR125,25,4.2e-4
t3235,Female,Smoker,RR125,26,4.3e-4
t3235,Female,Smoker,RR125,27,4.3e-4
t3235,Female,Smoker,RR125,28,4.3e-4
t3235,Female,Smoker,RR125,29,4.6e-4
t3235,Female,Smoker,RR125,30,4.9e-4
t3235,Female,Smoker,RR125,31,5.3e-4
t3235,Female,Smoker,RR125,32,5.7e-4
t3235,Female,Smoker,RR125,33,6.2e-4
t3235,Female,Smoker,RR125,34,8.2e-4
t3235,Female,Smoker,RR125,35,9.1e-4
t3235,Female,Smoker,RR125,36,0.00108
t3235,Female,Smoker,RR125,37,0.00129
t3235,Female,Smoker,RR125,38,0.00146
t3235,Female,Smoker,RR125,39,0.00161
t3235,Female,Smoker,RR125,40,0.00174
t3235,Female,Smoker,RR125,41,0.00185
t3235,Female,Smoker,RR125,42,0.00195
t3235,Female,Smoker,RR125,43,0.00207
t3235,Female,Smoker,RR125,44,0.00218
t3235,Female,Smoker,RR125,45,0.00232
t3235,Female,Smoker,RR125,46,0.00254
t3235,Female,Smoker,RR125,47,0.00278
t3235,Female,Smoker,RR125,48,0.00305
t3235,Female,Smoker,RR125,49,0.00334
t3235,Female,Smoker,RR125,50,0.00367
t3235,Female,Smoker,RR125,51,0.00405
t3235,Female,Smoker,RR125,52,0.00445
t3235,Female,Smoker,RR125,53,0.0049
t3235,Female,Smoker,RR125,54,0.00538
t3235,Female,Smoker,RR125,55,0.00592
t3235,Female,Smoker,RR125,56,0.00652
t3235,Female,Smoker,RR125,57,0.0072
t3235,Female,Smoker,RR125,58,0.00795
t3235,Female,Smoker,RR125,59,0.00878
t3235,Female,Smoker,RR125,60,0.00969
t3235,Female,Smoker,RR125,61,0.01069
t3235,Female,Smoker,RR125,62,0.01178
t3235,Female,Smoker,RR125,63,0.01296
t3235,Female,Smoker,RR125,64,0.01424
t3235,Female,Smoker,RR125,65,0.01561
t3235,Female,Smoker,RR125,66,0.01707
t3235,Female,Smoker,RR125,67,0.01863
t3235,Female,Smoker,RR125,68,0.02026
t3235,Female,Smoker,RR125,69,0.02194
t3235,Female,Smoker,RR125,70,0.0238
t3235,Female,Smoker,RR125,71,0.02586
t3235,Female,Smoker,RR125,72,0.02783
t3235,Female,Smoker,RR125,73,0.03001
t3235,Female,Smoker,RR125,74,0.03236
t3235,Female,Smoker,RR125,75,0.03499
t3235,Female,Smoker,RR125,76,0.03788
t3235,Female,Smoker,RR125,77,0.04112
t3235,Female,Smoker,RR125,78,0.04468
t3235,Female,Smoker,RR125,79,0.0486
t3235,Female,Smoker,RR125,80,0.05387
t3235,Female,Smoker,RR125,81,0.06015
t3235,Female,Smoker,RR125,82,0.06726
t3235,Female,Smoker,RR125,83,0.07523
t3235,Female,Smoker,RR125,84,0.08331
t3235,Female,Smoker,RR125,85,0.09032
t3235,Female,Smoker,RR125,86,0.10183
t3235,Female,Smoker,RR125,87,0.11191
t3235,Female,Smoker,RR125,88,0.12292
t3235,Female,Smoker,RR125,89,0.13456
t3235,Female,Smoker,RR125,90,0.14669
t3235,Female,Smoker,RR125,91,0.15877
t3235,Female,Smoker,RR125,92,0.17119
t3235,Female,Smoker,RR125,93,0.18375
t3235,Female,Smoker,RR125,94,0.19541
t3235,Female,Smoker,RR125,95,0.20713
t3235,Female,Smoker,RR125,96,0.22269
t3235,Female,Smoker,RR125,97,0.23898
t3235,Female,Smoker,RR125,98,0.25583
t3235,Female,Smoker,RR125,99,0.27273
t3235,Female,Smoker,RR125,100,0.28919
t3235,Female,Smoker,RR125,101,0.3133
t3235,Female,Smoker,RR125,102,0.33747
t3235,Female,Smoker,RR125,103,0.36133
t3235,Female,Smoker,RR125,104,0.3845
t3235,Female,Smoker,RR125,105,0.4066
t3235,Female,Smoker,RR125,106,0.42726
t3235,Female,Smoker,RR125,107,0.44611
t3235,Female,Smoker,RR125,108,0.46277
t3235,Female,Smoker,RR125,109,0.47686
t3235,Female,Smoker,RR125,110,0.488
t3235,Female,Smoker,RR125,111,0.49583
t3235,Female,Smoker,RR125,112,0.5
t3235,Female,Smoker,RR125,113,0.5
t3235,Female,Smoker,RR125,114,0.5
t3235,Female,Smoker,RR125,115,0.5
t3235,Female,Smoker,RR125,116,0.5
t3235,Female,Smoker,RR125,117,0.5
t3235,Female,Smoker,RR125,118,0.5
t3235,Female,Smoker,RR125,119,0.5
t3235,Female,Smoker,RR125,120,0.5
t3236,Female,Smoker,RR150,18,4.7e-4
t3236,Female,Smoker,RR150,19,4.7e-4
t3236,Female,Smoker,RR150,20,4.7e-4
t3236,Female,Smoker,RR150,21,4.7e-4
t3236,Female,Smoker,RR150,22,4.7e-4
t3236,Female,Smoker,RR150,23,4.7e-4
t3236,Female,Smoker,RR150,24,4.7e-4
t3236,Female,Smoker,RR150,25,4.8e-4
t3236,Female,Smoker,RR150,26,4.8e-4
t3236,Female,Smoker,RR150,27,5e-4
t3236,Female,Smoker,RR150,28,5.3e-4
t3236,Female,Smoker,RR150,29,5.6e-4
t3236,Female,Smoker,RR150,30,5.9e-4
t3236,Female,Smoker,RR150,31,6.3e-4
t3236,Female,Smoker,RR150,32,6.9e-4
t3236,Female,Smoker,RR150,33,7.9e-4
t3236,Female,Smoker,RR150,34,0.00093000000000000005
t3236,Female,Smoker,RR150,35,0.00103
t3236,Female,Smoker,RR150,36,0.00122
t3236,Female,Smoker,RR150,37,0.00146
t3236,Female,Smoker,RR150,38,0.00166
t3236,Female,Smoker,RR150,39,0.00183
t3236,Female,Smoker,RR150,40,0.00198
t3236,Female,Smoker,RR150,41,0.00211
t3236,Female,Smoker,RR150,42,0.00223
t3236,Female,Smoker,RR150,43,0.00235
t3236,Female,Smoker,RR150,44,0.00248
t3236,Female,Smoker,RR150,45,0.00263
t3236,Female,Smoker,RR150,46,0.00287
t3236,Female,Smoker,RR150,47,0.00314
t3236,Female,Smoker,RR150,48,0.00343
t3236,Female,Smoker,RR150,49,0.00375
t3236,Female,Smoker,RR150,50,0.0041
t3236,Female,Smoker,RR150,51,0.0045
t3236,Female,Smoker,RR150,52,0.00493
t3236,Female,Smoker,RR150,53,0.00539
t3236,Female,Smoker,RR150,54,0.0059
t3236,Female,Smoker,RR150,55,0.00645
t3236,Female,Smoker,RR150,56,0.00707
t3236,Female,Smoker,RR150,57,0.00776
t3236,Female,Smoker,RR150,58,0.00853
t3236,Female,Smoker,RR150,59,0.00936
t3236,Female,Smoker,RR150,60,0.01028
t3236,Female,Smoker,RR150,61,0.01129
t3236,Female,Smoker,RR150,62,0.01239
t3236,Female,Smoker,RR150,63,0.01358
t3236,Female,Smoker,RR150,64,0.01486
t3236,Female,Smoker,RR150,65,0.01624
t3236,Female,Smoker,RR150,66,0.01771
t3236,Female,Smoker,RR150,67,0.01928
t3236,Female,Smoker,RR150,68,0.02094
t3236,Female,Smoker,RR150,69,0.02264
t3236,Female,Smoker,RR150,70,0.02452
t3236,Female,Smoker,RR150,71,0.02661
t3236,Female,Smoker,RR150,72,0.02861
t3236,Female,Smoker,RR150,73,0.03082
t3236,Female,Smoker,RR150,74,0.0332
t3236,Female,Smoker,RR150,75,0.03584
t3236,Female,Smoker,RR150,76,0.03875
t3236,Female,Smoker,RR150,77,0.04201
t3236,Female,Smoker,RR150,78,0.04555
t3236,Female,Smoker,RR150,79,0.04947
t3236,Female,Smoker,RR150,80,0.05473
t3236,Female,Smoker,RR150,81,0.061
t3236,Female,Smoker,RR150,82,0.0681
t3236,Female,Smoker,RR150,83,0.07605
t3236,Female,Smoker,RR150,84,0.0841
t3236,Female,Smoker,RR150,85,0.091
t3236,Female,Smoker,RR150,86,0.10248
t3236,Female,Smoker,RR150,87,0.1125
t3236,Female,Smoker,RR150,88,0.12346
t3236,Female,Smoker,RR150,89,0.13503
t3236,Female,Smoker,RR150,90,0.1471
t3236,Female,Smoker,RR150,91,0.15913
t3236,Female,Smoker,RR150,92,0.17149
t3236,Female,Smoker,RR150,93,0.18397
t3236,Female,Smoker,RR150,94,0.19554
t3236,Female,Smoker,RR150,95,0.20713
t3236,Female,Smoker,RR150,96,0.22269
t3236,Female,Smoker,RR150,97,0.23898
t3236,Female,Smoker,RR150,98,0.25583
t3236,Female,Smoker,RR150,99,0.27273
t3236,Female,Smoker,RR150,100,0.28919
t3236,Female,Smoker,RR150,101,0.3133
t3236,Female,Smoker,RR150,102,0.33747
t3236,Female,Smoker,RR150,103,0.36133
t3236,Female,Smoker,RR150,104,0.3845
t3236,Female,Smoker,RR150,105,0.4066
t3236,Female,Smoker,RR150,106,0.42726
t3236,Female,Smoker,RR150,107,0.44611
t3236,Female,Smoker,RR150,108,0.46277
t3236,Female,Smoker,RR150,109,0.47686
t3236,Female,Smoker,RR150,110,0.488
t3236,Female,Smoker,RR150,111,0.49583
t3236,Female,Smoker,RR150,112,0.5
t3236,Female,Smoker,RR150,113,0.5
t3236,Female,Smoker,RR150,114,0.5
t3236,Female,Smoker,RR150,115,0.5
t3236,Female,Smoker,RR150,116,0.5
t3236,Female,Smoker,RR150,117,0.5
t3236,Female,Smoker,RR150,118,0.5
t3236,Female,Smoker,RR150,119,0.5
t3236,Female,Smoker,RR150,120,0.5
t3247,Male,Non-Smoker,RR50,18,4.5e-4
t3247,Male,Non-Smoker,RR50,19,4.6e-4
t3247,Male,Non-Smoker,RR50,20,4.8e-4
t3247,Male,Non-Smoker,RR50,21,5e-4
t3247,Male,Non-Smoker,RR50,22,4.8e-4
t3247,Male,Non-Smoker,RR50,23,4.6e-4
t3247,Male,Non-Smoker,RR50,24,4.6e-4
t3247,Male,Non-Smoker,RR50,25,4.6e-4
t3247,Male,Non-Smoker,RR50,26,3.9e-4
t3247,Male,Non-Smoker,RR50,27,3.7e-4
t3247,Male,Non-Smoker,RR50,28,3.4e-4
t3247,Male,Non-Smoker,RR50,29,3.1e-4
t3247,Male,Non-Smoker,RR50,30,3e-4
t3247,Male,Non-Smoker,RR50,31,3.1e-4
t3247,Male,Non-Smoker,RR50,32,3.2e-4
t3247,Male,Non-Smoker,RR50,33,3.6e-4
t3247,Male,Non-Smoker,RR50,34,4.2e-4
t3247,Male,Non-Smoker,RR50,35,4.9e-4
t3247,Male,Non-Smoker,RR50,36,5.7e-4
t3247,Male,Non-Smoker,RR50,37,6.4e-4
t3247,Male,Non-Smoker,RR50,38,7.1e-4
t3247,Male,Non-Smoker,RR50,39,7.5e-4
t3247,Male,Non-Smoker,RR50,40,7.8e-4
t3247,Male,Non-Smoker,RR50,41,8.3e-4
t3247,Male,Non-Smoker,RR50,42,8.8e-4
t3247,Male,Non-Smoker,RR50,43,0.00093000000000000005
t3247,Male,Non-Smoker,RR50,44,9.8e-4
t3247,Male,Non-Smoker,RR50,45,0.00101
t3247,Male,Non-Smoker,RR50,46,0.00105
t3247,Male,Non-Smoker,RR50,47,0.00109
t3247,Male,Non-Smoker,RR50,48,0.00114
t3247,Male,Non-Smoker,RR50,49,0.00119
t3247,Male,Non-Smoker,RR50,50,0.00126
t3247,Male,Non-Smoker,RR50,51,0.00136
t3247,Male,Non-Smoker,RR50,52,0.00144
t3247,Male,Non-Smoker,RR50,53,0.00153
t3247,Male,Non-Smoker,RR50,54,0.00162
t3247,Male,Non-Smoker,RR50,55,0.0017
t3247,Male,Non-Smoker,RR50,56,0.00177
t3247,Male,Non-Smoker,RR50,57,0.00184
t3247,Male,Non-Smoker,RR50,58,0.00191
t3247,Male,Non-Smoker,RR50,59,0.002
t3247,Male,Non-Smoker,RR50,60,0.00213
t3247,Male,Non-Smoker,RR50,61,0.00231
t3247,Male,Non-Smoker,RR50,62,0.00256
t3247,Male,Non-Smoker,RR50,63,0.00285
t3247,Male,Non-Smoker,RR50,64,0.00319
t3247,Male,Non-Smoker,RR50,65,0.00359
t3247,Male,Non-Smoker,RR50,66,0.00403
t3247,Male,Non-Smoker,RR50,67,0.00454
t3247,Male,Non-Smoker,RR50,68,0.00513
t3247,Male,Non-Smoker,RR50,69,0.00582
t3247,Male,Non-Smoker,RR50,70,0.00665
t3247,Male,Non-Smoker,RR50,71,0.00768
t3247,Male,Non-Smoker,RR50,72,0.00892
t3247,Male,Non-Smoker,RR50,73,0.01042
t3247,Male,Non-Smoker,RR50,74,0.01218
t3247,Male,Non-Smoker,RR50,75,0.01421
t3247,Male,Non-Smoker,RR50,76,0.01651
t3247,Male,Non-Smoker,RR50,77,0.01912
t3247,Male,Non-Smoker,RR50,78,0.02213
t3247,Male,Non-Smoker,RR50,79,0.02562
t3247,Male,Non-Smoker,RR50,80,0.02974
t3247,Male,Non-Smoker,RR50,81,0.03435
t3247,Male,Non-Smoker,RR50,82,0.03962
t3247,Male,Non-Smoker,RR50,83,0.04574
t3247,Male,Non-Smoker,RR50,84,0.05291
t3247,Male,Non-Smoker,RR50,85,0.06133
t3247,Male,Non-Smoker,RR50,86,0.07121
t3247,Male,Non-Smoker,RR50,87,0.08268
t3247,Male,Non-Smoker,RR50,88,0.09581
t3247,Male,Non-Smoker,RR50,89,0.11028
t3247,Male,Non-Smoker,RR50,90,0.12593
t3247,Male,Non-Smoker,RR50,91,0.14302
t3247,Male,Non-Smoker,RR50,92,0.16053
t3247,Male,Non-Smoker,RR50,93,0.17822
t3247,Male,Non-Smoker,RR50,94,0.19531
t3247,Male,Non-Smoker,RR50,95,0.21108
t3247,Male,Non-Smoker,RR50,96,0.22779
t3247,Male,Non-Smoker,RR50,97,0.24559
t3247,Male,Non-Smoker,RR50,98,0.26495
t3247,Male,Non-Smoker,RR50,99,0.28546
t3247,Male,Non-Smoker,RR50,100,0.3067
t3247,Male,Non-Smoker,RR50,101,0.32825
t3247,Male,Non-Smoker,RR50,102,0.35002
t3247,Male,Non-Smoker,RR50,103,0.37165
t3247,Male,Non-Smoker,RR50,104,0.39279
t3247,Male,Non-Smoker,RR50,105,0.41305
t3247,Male,Non-Smoker,RR50,106,0.43208
t3247,Male,Non-Smoker,RR50,107,0.44951
t3247,Male,Non-Smoker,RR50,108,0.46498
t3247,Male,Non-Smoker,RR50,109,0.47812
t3247,Male,Non-Smoker,RR50,110,0.48857
t3247,Male,Non-Smoker,RR50,111,0.49595
t3247,Male,Non-Smoker,RR50,112,0.5
t3247,Male,Non-Smoker,RR50,113,0.5
t3247,Male,Non-Smoker,RR50,114,0.5
t3247,Male,Non-Smoker,RR50,115,0.5
t3247,Male,Non-Smoker,RR50,116,0.5
t3247,Male,Non-Smoker,RR50,117,0.5
t3247,Male,Non-Smoker,RR50,118,0.5
t3247,Male,Non-Smoker,RR50,119,0.5
t3247,Male,Non-Smoker,RR50,120,0.5
t3248,Male,Non-Smoker,RR60,18,4.9e-4
t3248,Male,Non-Smoker,RR60,19,5.1e-4
t3248,Male,Non-Smoker,RR60,20,5.3e-4
t3248,Male,Non-Smoker,RR60,21,5.5e-4
t3248,Male,Non-Smoker,RR60,22,5.3e-4
t3248,Male,Non-Smoker,RR60,23,5.1e-4
t3248,Male,Non-Smoker,RR60,24,5.1e-4
t3248,Male,Non-Smoker,RR60,25,5.1e-4
t3248,Male,Non-Smoker,RR60,26,4.3e-4
t3248,Male,Non-Smoker,RR60,27,4.2e-4
t3248,Male,Non-Smoker,RR60,28,3.8e-4
t3248,Male,Non-Smoker,RR60,29,3.5e-4
t3248,Male,Non-Smoker,RR60,30,3.3e-4
t3248,Male,Non-Smoker,RR60,31,3.4e-4
t3248,Male,Non-Smoker,RR60,32,3.6e-4
t3248,Male,Non-Smoker,RR60,33,4.1e-4
t3248,Male,Non-Smoker,RR60,34,4.7e-4
t3248,Male,Non-Smoker,RR60,35,5.4e-4
t3248,Male,Non-Smoker,RR60,36,6.3e-4
t3248,Male,Non-Smoker,RR60,37,7.2e-4
t3248,Male,Non-Smoker,RR60,38,7.8e-4
t3248,Male,Non-Smoker,RR60,39,8.3e-4
t3248,Male,Non-Smoker,RR60,40,8.7e-4
t3248,Male,Non-Smoker,RR60,41,9.2e-4
t3248,Male,Non-Smoker,RR60,42,9.8e-4
t3248,Male,Non-Smoker,RR60,43,0.00103
t3248,Male,Non-Smoker,RR60,44,0.00109
t3248,Male,Non-Smoker,RR60,45,0.00112
t3248,Male,Non-Smoker,RR60,46,0.00116
t3248,Male,Non-Smoker,RR60,47,0.00121
t3248,Male,Non-Smoker,RR60,48,0.00126
t3248,Male,Non-Smoker,RR60,49,0.00132
t3248,Male,Non-Smoker,RR60,50,0.00139
t3248,Male,Non-Smoker,RR60,51,0.0015
t3248,Male,Non-Smoker,RR60,52,0.0016
t3248,Male,Non-Smoker,RR60,53,0.00171
t3248,Male,Non-Smoker,RR60,54,0.00183
t3248,Male,Non-Smoker,RR60,55,0.00194
t3248,Male,Non-Smoker,RR60,56,0.00204
t3248,Male,Non-Smoker,RR60,57,0.00213
t3248,Male,Non-Smoker,RR60,58,0.00223
t3248,Male,Non-Smoker,RR60,59,0.00235
t3248,Male,Non-Smoker,RR60,60,0.00252
t3248,Male,Non-Smoker,RR60,61,0.00275
t3248,Male,Non-Smoker,RR60,62,0.00304
t3248,Male,Non-Smoker,RR60,63,0.00339
t3248,Male,Non-Smoker,RR60,64,0.00379
t3248,Male,Non-Smoker,RR60,65,0.00425
t3248,Male,Non-Smoker,RR60,66,0.00475
t3248,Male,Non-Smoker,RR60,67,0.00532
t3248,Male,Non-Smoker,RR60,68,0.00596
t3248,Male,Non-Smoker,RR60,69,0.00671
t3248,Male,Non-Smoker,RR60,70,0.00761
t3248,Male,Non-Smoker,RR60,71,0.00871
t3248,Male,Non-Smoker,RR60,72,0.01004
t3248,Male,Non-Smoker,RR60,73,0.01163
t3248,Male,Non-Smoker,RR60,74,0.01347
t3248,Male,Non-Smoker,RR60,75,0.0156
t3248,Male,Non-Smoker,RR60,76,0.01798
t3248,Male,Non-Smoker,RR60,77,0.02066
t3248,Male,Non-Smoker,RR60,78,0.02373
t3248,Male,Non-Smoker,RR60,79,0.02728
t3248,Male,Non-Smoker,RR60,80,0.03144
t3248,Male,Non-Smoker,RR60,81,0.03615
t3248,Male,Non-Smoker,RR60,82,0.04151
t3248,Male,Non-Smoker,RR60,83,0.04772
t3248,Male,Non-Smoker,RR60,84,0.05497
t3248,Male,Non-Smoker,RR60,85,0.06347
t3248,Male,Non-Smoker,RR60,86,0.07342
t3248,Male,Non-Smoker,RR60,87,0.08494
t3248,Male,Non-Smoker,RR60,88,0.0981
t3248,Male,Non-Smoker,RR60,89,0.11254
t3248,Male,Non-Smoker,RR60,90,0.12813
t3248,Male,Non-Smoker,RR60,91,0.14493
t3248,Male,Non-Smoker,RR60,92,0.16208
t3248,Male,Non-Smoker,RR60,93,0.17933
t3248,Male,Non-Smoker,RR60,94,0.19589
t3248,Male,Non-Smoker,RR60,95,0.21108
t3248,Male,Non-Smoker,RR60,96,0.22779
t3248,Male,Non-Smoker,RR60,97,0.24559
t3248,Male,Non-Smoker,RR60,98,0.26495
t3248,Male,Non-Smoker,RR60,99,0.28546
t3248,Male,Non-Smoker,RR60,100,0.3067
t3248,Male,Non-Smoker,RR60,101,0.32825
t3248,Male,Non-Smoker,RR60,102,0.35002
t3248,Male,Non-Smoker,RR60,103,0.37165
t3248,Male,Non-Smoker,RR60,104,0.39279
t3248,Male,Non-Smoker,RR60,105,0.41305
t3248,Male,Non-Smoker,RR60,106,0.43208
t3248,Male,Non-Smoker,RR60,107,0.44951
